Item,Area,Year,AreaHarvested,Production,Yield,Price,ExportQuantity,ExportValue,ImportQuantity,ImportValue,RuralPopulation,UrbanPopulation,TotalPopulation,GrossNationalIncome
Soyabeans,BruneiDarussalam,1961,,,,,,,40.00,6.00,46.88,38.71,89.56,
Soyabeans,BruneiDarussalam,1962,,,,,,,40.00,8.00,47.38,42.14,93.84,
Soyabeans,BruneiDarussalam,1963,,,,,,,40.00,9.00,47.80,45.78,98.28,
Soyabeans,BruneiDarussalam,1964,,,,,,,40.00,11.00,48.17,49.68,102.90,
Soyabeans,BruneiDarussalam,1965,,,,,,,40.00,11.00,48.52,53.90,107.69,
Soyabeans,BruneiDarussalam,1966,,,,,,,49.00,10.00,48.86,58.45,112.60,
Soyabeans,BruneiDarussalam,1967,,,,,,,70.00,13.00,49.16,63.34,117.63,
Soyabeans,BruneiDarussalam,1968,,,,,,,69.00,15.00,49.40,68.55,122.76,
Soyabeans,BruneiDarussalam,1969,,,,,,,54.00,11.00,49.58,74.08,128.01,
Soyabeans,BruneiDarussalam,1970,,,,,,,73.00,15.00,49.66,79.92,133.34,1686.78
Soyabeans,BruneiDarussalam,1971,,,,,,,134.00,27.00,49.66,86.07,138.67,1789.11
Soyabeans,BruneiDarussalam,1972,,,,,,,127.00,27.00,51.52,90.55,143.89,2364.01
Soyabeans,BruneiDarussalam,1973,,,,,,,128.00,43.00,53.65,94.91,149.07,3649.15
Soyabeans,BruneiDarussalam,1974,,,,,,,114.00,48.00,55.78,99.33,154.31,8738.11
Soyabeans,BruneiDarussalam,1975,,,,,,,116.00,52.00,57.89,103.78,159.65,9190.99
Soyabeans,BruneiDarussalam,1976,,,,,,,163.00,71.00,59.98,108.24,165.06,10827.98
Soyabeans,BruneiDarussalam,1977,,,,,,,178.00,76.00,62.05,112.72,170.56,12759.54
Soyabeans,BruneiDarussalam,1978,,,,,,,560.00,191.00,64.08,117.18,176.18,13842.09
Soyabeans,BruneiDarussalam,1979,,,,,,,535.00,210.00,66.06,121.60,181.95,19354.47
Soyabeans,BruneiDarussalam,1980,,,,,,,358.00,151.00,67.98,125.97,187.92,32941.99
Soyabeans,BruneiDarussalam,1981,,,,,,,259.00,125.00,69.83,130.25,194.10,28253.15
Soyabeans,BruneiDarussalam,1982,,,,,,,197.00,88.00,71.63,134.50,200.63,26694.72
Soyabeans,BruneiDarussalam,1983,,,,,,,296.00,117.00,73.40,138.73,207.52,23268.69
Soyabeans,BruneiDarussalam,1984,,,,,,,659.00,279.00,75.18,143.04,214.68,22129.56
Soyabeans,BruneiDarussalam,1985,,,,,,,2164.00,568.00,77.01,147.50,222.12,19923.98
Soyabeans,BruneiDarussalam,1986,,,,,,,436.00,542.00,78.89,152.09,229.82,11741.87
Soyabeans,BruneiDarussalam,1987,,,,,,,200.00,80.00,80.81,156.82,237.71,13039.86
Soyabeans,BruneiDarussalam,1988,,,,,,,3000.00,1068.00,82.77,161.69,245.73,12002.71
Soyabeans,BruneiDarussalam,1989,,,,,,,300.00,140.00,84.78,166.73,253.82,13033.75
Soyabeans,BruneiDarussalam,1990,,,,,,,300.00,150.00,86.85,171.93,261.93,14892.27
Soyabeans,BruneiDarussalam,1991,,,,,,,250.00,115.00,88.98,177.30,269.86,15197.15
Soyabeans,BruneiDarussalam,1992,,,,,,,260.00,110.00,90.20,183.77,277.42,16714.02
Soyabeans,BruneiDarussalam,1993,,,,,,,270.00,140.00,91.28,190.48,284.71,15979.01
Soyabeans,BruneiDarussalam,1994,,,,,,,260.00,164.00,92.28,197.24,291.94,15513.86
Soyabeans,BruneiDarussalam,1995,,,,,,,200.00,100.00,93.19,204.01,299.10,17537.53
Soyabeans,BruneiDarussalam,1996,,,,,,,240.00,140.00,93.98,210.72,306.20,18511.62
Soyabeans,BruneiDarussalam,1997,,,,,,,161.00,98.00,94.65,217.39,313.22,18383.94
Soyabeans,BruneiDarussalam,1998,,,,,135.00,28.00,667.00,276.00,95.22,224.00,320.15,14016.90
Soyabeans,BruneiDarussalam,1999,,,,,,,430.00,160.00,95.70,230.59,327.05,15583.48
Soyabeans,BruneiDarussalam,2000,,,,,,,270.00,140.00,96.10,237.15,333.93,19913.72
Soyabeans,BruneiDarussalam,2001,,,,,,,470.00,230.00,96.42,243.70,340.75,18213.46
Soyabeans,BruneiDarussalam,2002,,,,,16.00,1.00,690.00,190.00,96.97,249.90,347.46,18634.31
Soyabeans,BruneiDarussalam,2003,,,,,,,148.00,81.00,97.46,255.93,354.05,20522.59
Soyabeans,BruneiDarussalam,2004,,,,,,,255.00,160.00,97.81,261.71,360.46,24198.92
Soyabeans,BruneiDarussalam,2005,,,,,,,307.00,148.00,98.00,267.16,366.72,28799.57
Soyabeans,BruneiDarussalam,2006,,,,,,,249.00,137.00,98.01,272.24,372.81,34092.23
Soyabeans,BruneiDarussalam,2007,,,,,,,237.00,118.00,97.87,276.99,378.75,35830.30
Soyabeans,BruneiDarussalam,2008,,,,,,,133.00,127.00,97.65,281.60,384.57,41471.73
Soyabeans,BruneiDarussalam,2009,,,,,,,1743.00,852.00,97.45,286.32,390.31,30468.80
Soyabeans,BruneiDarussalam,2010,,,,,,,366.00,272.00,97.32,291.34,396.05,34356.16
Soyabeans,BruneiDarussalam,2011,,,,,,,249.00,208.00,97.28,296.73,401.51,44898.02
Soyabeans,BruneiDarussalam,2012,,,,,,,631.00,635.00,97.31,302.43,406.63,45720.04
Soyabeans,BruneiDarussalam,2013,,,,,,,727.00,803.00,97.39,308.33,411.70,43463.14
Soyabeans,BruneiDarussalam,2014,,,,,57.00,50.00,795.46,778.00,97.44,314.26,416.66,40999.22
Soyabeans,BruneiDarussalam,2015,,,,,12.04,11.00,727.94,589.00,97.44,320.10,421.44,32225.17
Soyabeans,BruneiDarussalam,2016,,,,,6.24,10.00,601.37,464.00,97.38,325.82,425.99,28721.86
Soyabeans,BruneiDarussalam,2017,,,,,,,601.72,538.00,97.26,331.43,430.28,29861.27
Soyabeans,BruneiDarussalam,2018,,,,,1.30,11.00,620.84,505.00,97.11,336.97,434.27,31433.56
Soyabeans,BruneiDarussalam,2019,,,,,121.50,60.00,901.55,612.00,96.91,342.43,438.05,31572.63
Soyabeans,BruneiDarussalam,2020,,,,,,,913.80,649.00,96.68,347.84,441.73,27998.34
Soyabeans,BruneiDarussalam,2021,,,,,165.00,65.00,10312.32,5989.00,96.42,353.19,445.37,31650.24
Soyabeans,BruneiDarussalam,2022,,,,,2.00,2.00,14500.45,9510.00,,,,
Soyabeans,BruneiDarussalam,2023,,,,,,,,,,,,
Soyabeans,Cambodia,1961,14000.00,9175.00,6554.00,,7060.00,338.00,,,5268.49,604.52,5664.65,
Soyabeans,Cambodia,1962,15000.00,9626.00,6417.00,,3520.00,228.00,,,5405.61,622.95,5788.85,
Soyabeans,Cambodia,1963,14000.00,11300.00,8071.00,,6650.00,487.00,,,5534.67,649.08,5913.68,
Soyabeans,Cambodia,1964,12000.00,8000.00,6667.00,,4070.00,362.00,,,5656.49,675.09,6040.85,
Soyabeans,Cambodia,1965,7600.00,5100.00,6711.00,,8510.00,954.00,,,5766.81,700.39,6170.73,
Soyabeans,Cambodia,1966,8100.00,7300.00,9012.00,,670.00,87.00,,,5860.44,724.32,6299.23,
Soyabeans,Cambodia,1967,9300.00,8000.00,8602.00,,,,,,5876.52,808.80,6426.45,
Soyabeans,Cambodia,1968,4900.00,4000.00,8163.00,,5895.00,735.00,,,5877.75,900.97,6553.11,
Soyabeans,Cambodia,1969,13000.00,9400.00,7231.00,,4420.00,712.00,,,5876.29,1002.90,6679.71,
Soyabeans,Cambodia,1970,5000.00,4000.00,8000.00,,1328.00,166.00,,,5877.77,1117.08,6708.53,107.59
Soyabeans,Cambodia,1971,3000.00,2000.00,6667.00,,718.00,108.00,,,5801.79,1335.96,6696.32,107.60
Soyabeans,Cambodia,1972,5000.00,4000.00,8000.00,,3319.00,510.00,,,5707.41,1592.74,6766.29,105.05
Soyabeans,Cambodia,1973,4000.00,4000.00,10000.00,,447.00,24.00,,,5565.88,1881.41,6852.36,88.68
Soyabeans,Cambodia,1974,4000.00,4000.00,10000.00,,,,,,5343.13,2188.29,6913.41,90.80
Soyabeans,Cambodia,1975,4000.00,4000.00,10000.00,,,,,,7185.78,336.81,6727.92,100.57
Soyabeans,Cambodia,1976,4000.00,4000.00,10000.00,,,,,,7046.09,356.79,6307.12,113.18
Soyabeans,Cambodia,1977,4000.00,4000.00,10000.00,,,,,,6821.22,373.06,6040.20,107.10
Soyabeans,Cambodia,1978,2000.00,2000.00,10000.00,,,,,,6567.57,388.00,5961.19,116.16
Soyabeans,Cambodia,1979,1500.00,1500.00,10000.00,,,,,,6362.68,406.04,6051.81,108.01
Soyabeans,Cambodia,1980,5000.00,3000.00,6000.00,,,,,,6029.73,662.38,6198.96,108.46
Soyabeans,Cambodia,1981,3000.00,2000.00,6667.00,,,,,,5888.34,859.85,6364.47,115.68
Soyabeans,Cambodia,1982,3000.00,1000.00,3333.00,,,,,,6016.62,901.49,6619.70,118.09
Soyabeans,Cambodia,1983,5000.00,2000.00,4000.00,,,,,,6213.05,955.18,6881.96,123.27
Soyabeans,Cambodia,1984,5000.00,3000.00,6000.00,,,,,,6431.45,1014.57,7133.90,129.30
Soyabeans,Cambodia,1985,10000.00,13000.00,13000.00,,,,,,6638.49,1074.49,7376.09,135.01
Soyabeans,Cambodia,1986,7000.00,5300.00,7571.00,,5175.00,1595.00,,,6825.44,1133.54,7661.32,137.63
Soyabeans,Cambodia,1987,11000.00,11900.00,10818.00,,7353.00,2387.00,,,7002.74,1193.30,7975.60,164.75
Soyabeans,Cambodia,1988,12000.00,12000.00,10000.00,,10611.00,3615.00,,,7178.60,1255.20,8269.78,190.94
Soyabeans,Cambodia,1989,13000.00,20000.00,15385.00,,16291.00,6046.00,,,7367.41,1321.74,8570.93,190.99
Soyabeans,Cambodia,1990,15000.00,22000.00,14667.00,,14077.00,5670.00,,,7578.33,1395.02,8910.81,179.53
Soyabeans,Cambodia,1991,14000.00,35000.00,25000.00,,49000.00,9900.00,,,7811.55,1475.43,9259.36,227.48
Soyabeans,Cambodia,1992,16000.00,40000.00,25000.00,347.40,10000.00,2100.00,,,8059.51,1562.00,9718.22,231.62
Soyabeans,Cambodia,1993,16300.00,39000.00,23926.00,342.10,2000.00,400.00,,,8314.85,1653.43,10243.55,225.65
Soyabeans,Cambodia,1994,22000.00,23000.00,10455.00,373.20,3000.00,600.00,,,8567.33,1748.04,10636.35,231.62
Soyabeans,Cambodia,1995,16500.00,17240.00,10448.00,367.20,1000.00,190.00,19.00,6.00,8809.30,1844.26,10919.53,288.16
Soyabeans,Cambodia,1996,16738.00,28299.00,16907.00,381.10,1000.00,270.00,,,9038.61,1941.66,11182.61,305.96
Soyabeans,Cambodia,1997,32739.00,56342.00,17209.00,356.40,5500.00,1400.00,40.00,10.00,9255.81,2040.07,11431.57,297.75
Soyabeans,Cambodia,1998,30975.00,27709.00,8946.00,288.40,1000.00,370.00,234.00,40.00,9468.96,2128.78,11669.08,235.78
Soyabeans,Cambodia,1999,34945.00,35063.00,10034.00,206.20,5000.00,950.00,1.00,1.00,9688.68,2194.96,11899.01,256.52
Soyabeans,Cambodia,2000,33256.00,28111.00,8453.00,308.50,112.00,19.00,947.00,59.00,9893.67,2258.69,12118.84,259.08
Soyabeans,Cambodia,2001,28687.00,24658.00,8596.00,247.20,1.00,,421.00,26.00,10082.88,2319.59,12338.19,277.48
Soyabeans,Cambodia,2002,28935.00,38801.00,13410.00,434.60,24.00,3.00,687.00,79.00,10256.92,2377.81,12561.78,288.90
Soyabeans,Cambodia,2003,52031.00,63188.00,12144.00,324.20,,,73.00,4.00,10419.11,2434.02,12787.71,309.74
Soyabeans,Cambodia,2004,84231.00,110305.00,13096.00,352.80,14580.00,3442.00,5.00,2.00,10574.10,2489.28,13016.37,347.36
Soyabeans,Cambodia,2005,115916.00,179096.00,15450.00,307.90,27692.00,6486.00,10.00,6.00,10725.79,2544.41,13246.58,406.71
Soyabeans,Cambodia,2006,64382.00,98289.00,15267.00,304.60,18223.00,4405.00,41.00,19.00,10874.84,2599.65,13477.78,464.82
Soyabeans,Cambodia,2007,76000.00,117000.00,15395.00,468.40,22072.00,6104.00,1635.00,799.00,11021.65,2655.04,13714.79,606.19
Soyabeans,Cambodia,2008,74413.00,108449.00,14574.00,750.60,13432.00,6509.00,336.00,231.00,11163.90,2716.61,13943.89,711.87
Soyabeans,Cambodia,2009,96388.00,137275.00,14242.00,572.80,51531.00,19036.00,81.00,78.00,11282.04,2808.17,14155.74,702.98
Soyabeans,Cambodia,2010,103198.00,156589.00,15174.00,595.00,7120.00,1371.00,35.00,36.00,11404.93,2903.81,14363.53,746.86
Soyabeans,Cambodia,2011,70584.00,114603.00,16236.00,716.00,7334.00,1737.00,75.00,96.00,11533.95,3003.94,14573.89,839.14
Soyabeans,Cambodia,2012,70972.00,120165.00,16931.00,710.60,1509.00,336.00,51.00,176.00,11668.22,3108.64,14786.64,900.11
Soyabeans,Cambodia,2013,78400.00,131100.00,16722.00,,4362.00,782.00,1.00,1.00,11805.51,3217.18,14999.68,985.85
Soyabeans,Cambodia,2014,72200.00,104200.00,14432.00,,140.00,112.00,12.03,10.00,11941.88,3328.91,15210.82,1045.10
Soyabeans,Cambodia,2015,66600.00,96900.00,14550.00,,,,60.69,27.00,12074.60,3443.04,15417.52,1099.06
Soyabeans,Cambodia,2016,41600.00,69400.00,16683.00,,0.89,1.00,22.61,36.00,12202.91,3559.46,15624.58,1202.48
Soyabeans,Cambodia,2017,41900.00,73300.00,17494.00,,76.15,57.00,115.93,189.00,12327.34,3678.04,15830.69,1313.92
Soyabeans,Cambodia,2018,45800.00,91800.00,20044.00,,,,4.24,7.00,12446.21,3799.52,16025.24,1429.94
Soyabeans,Cambodia,2019,25700.00,42100.00,16381.00,,3.00,2.00,264.26,230.00,12558.95,3923.70,16207.75,1575.40
Soyabeans,Cambodia,2020,31519.00,47497.45,15069.00,,7.10,16.00,1227.84,668.00,12665.05,4050.46,16396.86,1482.21
Soyabeans,Cambodia,2021,39742.00,63024.23,15859.00,,7.85,15.00,6310.98,3827.00,12764.03,4179.68,16589.02,1522.52
Soyabeans,Cambodia,2022,36194.00,56435.65,15592.00,,3.00,8.00,6864.40,4696.00,,,,
Soyabeans,Cambodia,2023,,,,,,,,,,,,
Soyabeans,Indonesia,1961,625000.00,426300.00,6821.00,,410.00,34.00,,,76779.14,13359.09,90816.94,
Soyabeans,Indonesia,1962,594000.00,396800.00,6680.00,,2690.00,273.00,,,78620.25,13937.75,93345.49,
Soyabeans,Indonesia,1963,539000.00,350200.00,6497.00,,311.00,26.00,,,80513.18,14542.49,95962.53,
Soyabeans,Indonesia,1964,571000.00,391700.00,6860.00,,,,,,82462.23,15175.80,98675.06,
Soyabeans,Indonesia,1965,584000.00,409500.00,7012.00,,290.00,10.00,,,84470.72,15838.17,,
Soyabeans,Indonesia,1966,605000.00,416900.00,6891.00,,27446.00,996.00,,,86535.98,16531.38,,
Soyabeans,Indonesia,1967,589000.00,415900.00,7061.00,,6860.00,193.00,2.00,,88652.36,17255.04,,
Soyabeans,Indonesia,1968,677000.00,419932.00,6203.00,,8316.00,247.00,,,90812.33,18009.24,,
Soyabeans,Indonesia,1969,553000.00,388907.00,7033.00,,749.00,13.00,,,93008.07,18792.02,,88.43
Soyabeans,Indonesia,1970,695000.00,497883.00,7164.00,,3953.00,57.00,,,95230.82,19603.96,,90.07
Soyabeans,Indonesia,1971,680000.00,515644.00,7583.00,,732.00,13.00,277.00,6.00,97477.20,20444.80,,101.59
Soyabeans,Indonesia,1972,698000.00,518229.00,7424.00,,3055.00,44.00,183.00,8.00,99536.94,21522.57,,145.74
Soyabeans,Indonesia,1973,744000.00,541040.00,7272.00,,36000.00,850.00,101.00,12.00,,22711.43,,222.84
Soyabeans,Indonesia,1974,753499.00,589239.00,7820.00,,4148.00,176.00,150.00,13.00,,23954.57,,257.24
Soyabeans,Indonesia,1975,752000.00,589831.00,7843.00,,30.00,4.00,17802.00,934.00,,25252.10,,311.08
Soyabeans,Indonesia,1976,646336.00,521777.00,8073.00,,554.00,7.00,171746.00,20329.00,,26605.07,,371.36
Soyabeans,Indonesia,1977,646121.00,522821.00,8092.00,,10.00,3.00,89100.00,22170.00,,28011.50,,405.65
Soyabeans,Indonesia,1978,733000.00,616599.00,8412.00,,,,130498.00,37143.00,,29477.47,,392.63
Soyabeans,Indonesia,1979,784489.00,679825.00,8666.00,,2.00,1.00,176620.00,55789.00,,31006.17,,541.84
Soyabeans,Indonesia,1980,732000.00,652762.00,8918.00,,,,100878.00,33128.00,,32601.81,,679.67
Soyabeans,Indonesia,1981,810000.00,703811.00,8689.00,,60.00,28.00,361000.00,119000.00,,34446.44,,682.90
Soyabeans,Indonesia,1982,607788.00,521394.00,8579.00,,10.00,13.00,361000.00,97000.00,,36472.43,,596.74
Soyabeans,Indonesia,1983,639876.00,536103.00,8378.00,,16.00,10.00,221515.00,62098.00,,38586.37,,596.41
Soyabeans,Indonesia,1984,859000.00,769384.00,8957.00,,,,401024.00,129581.00,,40782.65,,585.75
Soyabeans,Indonesia,1985,896220.00,869718.00,9704.00,,,,301956.00,79664.00,,43049.41,,526.21
Soyabeans,Indonesia,1986,1253767.00,1226727.00,9784.00,,,,359271.00,83453.00,,45389.07,,485.76
Soyabeans,Indonesia,1987,1100565.00,1160963.00,10549.00,,,,286705.00,63146.00,,47800.46,,558.61
Soyabeans,Indonesia,1988,1177400.00,1270418.00,10790.00,,38.00,13.00,465839.00,138045.00,,50287.60,,627.55
Soyabeans,Indonesia,1989,1198096.00,1315113.00,10977.00,,151.00,118.00,390471.00,128222.00,,52847.99,,694.83
Soyabeans,Indonesia,1990,1334100.00,1487433.00,11149.00,,240.00,235.00,541060.00,146475.00,,55491.34,,766.40
Soyabeans,Indonesia,1991,1368199.00,1555453.00,11369.00,473.70,265.00,220.00,672757.00,183973.00,,58363.49,,817.11
Soyabeans,Indonesia,1992,1665000.00,1869713.00,11230.00,440.30,3911.00,1339.00,694133.00,186259.00,,61405.17,,918.74
Soyabeans,Indonesia,1993,1470210.00,1708530.00,11621.00,474.70,746.00,264.00,723864.00,197120.00,,64533.48,,1023.55
Soyabeans,Indonesia,1994,1406920.00,1564847.00,11123.00,513.40,31.00,12.00,800461.00,243734.00,,67751.85,,1147.56
Soyabeans,Indonesia,1995,1477432.00,1680010.00,11371.00,503.30,83.00,29.00,607393.00,180590.00,,71053.58,,1273.54
Soyabeans,Indonesia,1996,1273290.00,1517180.00,11915.00,525.90,240.00,116.00,746329.00,251656.00,,74438.56,,1186.24
Soyabeans,Indonesia,1997,1119079.00,1356891.00,12125.00,470.10,6.00,1.00,616375.00,206674.00,,77898.29,,502.19
Soyabeans,Indonesia,1998,1095070.00,1305640.00,11923.00,245.10,,,343124.00,98693.00,,81448.67,,710.44
Soyabeans,Indonesia,1999,1151079.00,1382848.00,12013.00,332.00,16.00,18.00,1301755.00,301688.00,,85096.65,,753.92
Soyabeans,Indonesia,2000,825000.00,1017634.00,12335.00,269.30,520.85,117.00,1277685.00,275481.00,,88851.49,,745.38
Soyabeans,Indonesia,2001,678848.00,826932.00,12181.00,259.50,1188.00,345.00,1136419.00,239322.00,,91771.69,,903.24
Soyabeans,Indonesia,2002,544522.00,673056.00,12360.00,334.00,235.00,152.00,1365253.00,299219.00,,94763.87,,1060.00
Soyabeans,Indonesia,2003,526796.00,671600.00,12749.00,382.20,433.00,300.00,1192717.00,330497.00,,97826.13,,1136.09
Soyabeans,Indonesia,2004,565155.00,723483.00,12801.00,391.50,1300.00,501.00,1117790.00,418000.00,,,,1245.03
Soyabeans,Indonesia,2005,621541.00,808353.00,13006.00,401.20,876.00,485.00,1086178.00,308009.00,,,,1577.28
Soyabeans,Indonesia,2006,580534.00,747611.00,12878.00,407.30,4633.00,2891.00,1132144.00,299578.00,,,,1848.42
Soyabeans,Indonesia,2007,459116.00,592634.00,12908.00,470.40,1872.00,2252.00,2240795.00,479428.00,,,,2166.37
Soyabeans,Indonesia,2008,591899.00,776491.00,13119.00,640.50,1025.00,1405.00,1173097.00,697985.00,,,,2263.31
Soyabeans,Indonesia,2009,722791.00,974512.00,13483.00,634.10,446.00,342.00,1314620.00,621281.00,,,,2958.85
Soyabeans,Indonesia,2010,660823.00,907031.00,13726.00,738.40,385.00,343.00,1740505.00,840037.00,,,,3428.24
Soyabeans,Indonesia,2011,622254.00,851286.00,13681.00,827.00,547.00,438.00,2088616.00,1245963.00,,,,3485.61
Soyabeans,Indonesia,2012,567624.00,843153.00,14854.00,800.50,2323.00,1593.00,1921207.00,1211230.00,,,,3424.71
Soyabeans,Indonesia,2013,550793.00,779992.00,14161.00,738.40,1030.00,459.00,1785385.00,1101563.00,,,,3291.06
Soyabeans,Indonesia,2014,615685.00,954997.00,15511.00,701.70,41303.54,24415.00,1965811.22,1176923.00,,,,3212.37
Soyabeans,Indonesia,2015,613885.00,963183.00,15690.00,621.90,241.91,178.00,2256931.68,1034367.00,,,,3444.89
Soyabeans,Indonesia,2016,576987.00,859653.00,14899.00,622.50,1364.86,282.00,2261803.25,959041.00,,,,3718.10
Soyabeans,Indonesia,2017,355799.00,538729.00,15141.00,579.90,1327.81,254.00,2538073.72,1284606.00,,,,3786.37
Soyabeans,Indonesia,2018,723804.00,953571.03,13174.00,579.30,2055.15,467.00,2585808.92,1103103.00,,,,4025.03
Soyabeans,Indonesia,2019,301287.00,424000.00,14073.00,572.20,5412.92,1121.00,2704531.87,1064565.00,,,,3790.25
Soyabeans,Indonesia,2020,196417.00,291000.00,14815.00,615.40,2762.92,545.00,2475287.84,1003422.00,,,,4217.18
Soyabeans,Indonesia,2021,145339.00,215000.00,14793.00,651.00,2178.19,677.00,2489690.41,1482849.00,,,,
Soyabeans,Indonesia,2022,202126.00,301000.00,14892.00,666.60,11373.25,7814.00,2324730.71,1627091.00,,,,
Soyabeans,Indonesia,2023,,,,,,,,,1996.28,174.07,2171.14,
Soyabeans,LaoPeople'sDemocraticRepublic,1961,3069.00,3100.00,10101.00,,80.00,12.00,,,2041.32,179.80,2221.62,
Soyabeans,LaoPeople'sDemocraticRepublic,1962,3120.00,3000.00,9615.00,,60.00,7.00,,,2087.61,185.74,2273.22,
Soyabeans,LaoPeople'sDemocraticRepublic,1963,3250.00,3150.00,9692.00,,100.00,14.00,,,2135.24,191.90,2325.51,
Soyabeans,LaoPeople'sDemocraticRepublic,1964,3300.00,3200.00,9697.00,,17.00,1.00,,,2184.30,198.30,2379.46,
Soyabeans,LaoPeople'sDemocraticRepublic,1965,3300.00,3200.00,9697.00,,42.00,3.00,,,2234.30,204.89,2434.86,
Soyabeans,LaoPeople'sDemocraticRepublic,1966,3400.00,3300.00,9706.00,,21.00,1.00,,,2279.88,217.04,2491.93,
Soyabeans,LaoPeople'sDemocraticRepublic,1967,3450.00,3400.00,9855.00,,,,,,2326.89,229.96,2551.07,
Soyabeans,LaoPeople'sDemocraticRepublic,1968,3600.00,3500.00,9722.00,,,,,,2376.62,243.81,2612.11,
Soyabeans,LaoPeople'sDemocraticRepublic,1969,3600.00,3500.00,9722.00,,,,,,2429.68,258.75,2675.28,44.52
Soyabeans,LaoPeople'sDemocraticRepublic,1970,3700.00,3700.00,10000.00,,,,,,2487.29,274.98,2740.73,47.94
Soyabeans,LaoPeople'sDemocraticRepublic,1971,3700.00,3650.00,9865.00,,5.00,,,,2548.37,292.47,2808.29,50.49
Soyabeans,LaoPeople'sDemocraticRepublic,1972,3800.00,3750.00,9868.00,,,,,,2609.93,309.36,2877.56,56.52
Soyabeans,LaoPeople'sDemocraticRepublic,1973,3800.00,3750.00,9868.00,,,,,,2666.84,324.12,2946.88,62.34
Soyabeans,LaoPeople'sDemocraticRepublic,1974,3900.00,3800.00,9744.00,,,,,,2713.43,338.15,3012.72,71.07
Soyabeans,LaoPeople'sDemocraticRepublic,1975,3500.00,3400.00,9714.00,,,,,,2747.84,351.13,3072.02,75.71
Soyabeans,LaoPeople'sDemocraticRepublic,1976,2976.00,1718.00,5773.00,,,,,,2772.58,363.26,3125.74,77.46
Soyabeans,LaoPeople'sDemocraticRepublic,1977,3136.00,4461.00,14225.00,,,,,,2793.55,375.29,3177.95,82.36
Soyabeans,LaoPeople'sDemocraticRepublic,1978,4750.00,3330.00,7011.00,,,,,,2819.01,388.32,3233.70,85.90
Soyabeans,LaoPeople'sDemocraticRepublic,1979,4425.00,3170.00,7164.00,,,,,,2854.90,403.25,3297.52,101.03
Soyabeans,LaoPeople'sDemocraticRepublic,1980,4780.00,3298.00,6900.00,,,,,,2902.96,420.42,3370.99,124.77
Soyabeans,LaoPeople'sDemocraticRepublic,1981,5571.00,3900.00,7001.00,,,,,,2961.47,439.77,3453.69,138.47
Soyabeans,LaoPeople'sDemocraticRepublic,1982,5606.00,4220.00,7528.00,,,,,,3028.80,461.17,3543.86,146.80
Soyabeans,LaoPeople'sDemocraticRepublic,1983,4770.00,3537.00,7415.00,,,,,,3102.06,484.32,3639.96,158.69
Soyabeans,LaoPeople'sDemocraticRepublic,1984,5180.00,3626.00,7000.00,,,,,,3178.83,509.07,3741.60,167.34
Soyabeans,LaoPeople'sDemocraticRepublic,1985,3200.00,2058.00,6431.00,,,,,,3258.39,535.66,3848.39,174.08
Soyabeans,LaoPeople'sDemocraticRepublic,1986,3453.00,2601.00,7533.00,,,,,,3341.30,563.86,3959.70,170.90
Soyabeans,LaoPeople'sDemocraticRepublic,1987,4915.00,3748.00,7626.00,,,,,,3426.66,593.63,4074.96,168.47
Soyabeans,LaoPeople'sDemocraticRepublic,1988,5891.00,4447.00,7549.00,,,,,,3513.59,624.82,4193.53,194.26
Soyabeans,LaoPeople'sDemocraticRepublic,1989,6028.00,4950.00,8212.00,,,,,,3601.10,657.37,4314.44,209.02
Soyabeans,LaoPeople'sDemocraticRepublic,1990,5110.00,4210.00,8239.00,,,,,,3688.82,691.25,4437.23,241.43
Soyabeans,LaoPeople'sDemocraticRepublic,1991,6095.00,5500.00,9024.00,,540.00,140.00,,,3775.98,726.39,4561.11,269.41
Soyabeans,LaoPeople'sDemocraticRepublic,1992,6117.00,5147.00,8414.00,,600.00,155.00,,,3860.88,762.40,4685.30,296.03
Soyabeans,LaoPeople'sDemocraticRepublic,1993,5503.00,4521.00,8216.00,,650.00,170.00,,,3941.42,798.96,4807.95,334.17
Soyabeans,LaoPeople'sDemocraticRepublic,1994,6265.00,5990.00,9561.00,,702.00,185.00,,,4008.73,843.19,4927.43,374.66
Soyabeans,LaoPeople'sDemocraticRepublic,1995,5806.00,4837.00,8331.00,,758.00,200.00,,,4053.28,903.90,5043.91,385.67
Soyabeans,LaoPeople'sDemocraticRepublic,1996,3575.00,3245.00,9077.00,875.60,546.00,140.00,,,4089.73,966.79,5150.54,344.76
Soyabeans,LaoPeople'sDemocraticRepublic,1997,3115.00,2295.00,7368.00,850.80,100.00,30.00,,,4118.60,1032.16,5246.92,247.87
Soyabeans,LaoPeople'sDemocraticRepublic,1998,5872.00,4300.00,7323.00,814.70,460.00,105.00,,,4141.08,1100.20,5340.06,279.34
Soyabeans,LaoPeople'sDemocraticRepublic,1999,6800.00,5850.00,8603.00,473.10,450.00,95.00,,,4158.07,1171.24,5430.85,318.95
Soyabeans,LaoPeople'sDemocraticRepublic,2000,6400.00,5403.00,8442.00,289.10,400.00,90.00,,,4169.57,1245.00,5519.71,318.15
Soyabeans,LaoPeople'sDemocraticRepublic,2001,3280.00,3002.00,9152.00,354.70,,,,,4175.53,1321.75,5606.10,327.70
Soyabeans,LaoPeople'sDemocraticRepublic,2002,3565.00,2992.00,8393.00,324.20,48.00,6.00,,,4177.70,1401.96,5689.07,362.43
